Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Secondary Education,Technicians & Professionals,Unskilled Workers,No,No,Yes,No,Male,No,34,No,0,6,6,3,14.333333333333334,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Management,Technical,LowSkill,Unknown,1,Separated/Divorced,Portuguese
Married,Transfer,1,Management (evening attendance),Evening,Frequency of higher education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,34,No,0,5,5,5,15.8,0,0,5,5,5,17.6,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Married,Portuguese
Single,Change in course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Machine Operators,Armed Forces,Yes,No,No,Yes,Male,No,18,No,0,6,6,5,13.8,0,0,6,6,5,12.4,0,13.9,-0.3,0.79,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,ArmedForces,Transfer/Other,1,Single,Portuguese
Single,Change in course,1,Biofuel Production Technologies,Daytime,Basic education 3rd cycle,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Administrative Staff,No,No,Yes,Yes,Male,No,34,No,3,10,10,6,12.666666666666666,0,1,9,7,3,12.0,2,16.2,0.3,-0.92,Dropout,Basic,Basic,Secondary/Technical,Energy,Skilled,Skilled,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Male,No,23,No,0,6,6,6,13.0,0,0,6,6,6,12.0,0,11.1,0.6,2.02,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Technical,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,LowSkill,General,1,Single,Portuguese
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Service/Sales/Security,No,No,No,No,Male,No,33,No,0,6,6,1,11.0,0,0,6,6,0,0.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,Unemployed,LowSkill,Unknown,1,Single,Portuguese
Single,Holders of other higher courses,3,Equiniculture,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,7th year,Other Situation,Armed Forces,No,No,No,No,Male,No,34,No,0,5,1,0,0.0,4,0,5,2,0,0.0,3,10.8,1.4,1.74,Dropout,Basic,HigherEd,Secondary/Technical,Agriculture,Unemployed,ArmedForces,Transfer/Other,3,Single,Portuguese
Divorced,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,34,No,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,Graduate,Basic,HigherEd,Secondary/Technical,Health,LowSkill,Skilled,Transfer/Other,1,Separated/Divorced,Portuguese
Single,Change in institution/course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Other—11th Year,Doctorate,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Male,No,19,No,2,6,6,6,14.428571428571429,0,1,7,7,7,14.375,0,11.1,0.6,2.02,Graduate,Doctorate,Secondary/Technical,Secondary_Incomplete,Management,Technical,Technical,Transfer/Other,1,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,34,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Brazilian,General commerce course,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Male,No,20,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Arts,Skilled,Skilled,General,2,Single,SouthAmerica
Single,Change in course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,18,No,0,6,6,4,13.75,0,0,6,6,5,11.2,0,13.9,-0.3,0.79,Enrolled,HigherEd,Secondary/Technical,HigherEd,Management,Professional,Professional,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Male,Yes,18,No,0,6,6,5,12.166666666666666,0,0,6,6,3,12.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Bachelor’s Degree,Secondary Education,Administrative Staff,Farmers/Ag Workers,No,No,No,Yes,Male,No,21,No,0,6,6,5,12.142857142857142,0,0,6,6,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Agriculture,Skilled,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Farmers/Ag Workers,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,12.0,0,0,6,6,5,11.6,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Skilled Industry Workers,No,No,No,Yes,Male,No,34,No,0,5,4,3,11.666666666666666,1,0,5,5,4,12.75,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,Unknown,2,Married,Portuguese
Divorced,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,Skilled,Unknown,1,Separated/Divorced,Portuguese
Single,2nd phase—general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Administrative Staff,Armed Forces,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,11.875,0,0,6,6,5,12.0,0,11.1,0.6,2.02,Graduate,HigherEd,Secondary/Technical,HigherEd,Management,Skilled,ArmedForces,General,2,Single,Portuguese
Single,Change in course,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 1st Cycle,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Male,No,32,No,6,11,11,7,11.285714285714286,0,5,7,7,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled,Basic,Secondary/Technical,HigherEd,Communication,Technical,Skilled,Transfer/Other,1,Single,Portuguese
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Male,No,30,No,0,6,6,2,10.0,0,0,6,6,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Technicians & Professionals,Skilled Industry Workers,Yes,No,Yes,Yes,Male,No,19,No,6,12,12,11,12.0,0,4,11,11,10,11.181818181818182,0,8.9,1.4,3.51,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Arts,Technical,Skilled,General,1,Single,Portuguese
Single,Change in institution/course,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Machine Operators,Machine Operators,Yes,No,No,Yes,Male,No,20,No,1,7,7,6,13.833333333333334,0,1,6,6,5,13.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,18,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Male,No,19,No,0,6,6,6,14.428571428571429,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,HigherEd,Secondary/Technical,HigherEd,Management,Professional,Professional,General,1,Single,Portuguese
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Male,No,18,No,0,7,7,5,14.2,0,0,7,7,6,12.4,0,12.4,0.5,1.79,Dropout,HigherEd,Secondary/Technical,HigherEd,Health,Technical,Technical,General,3,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Male,No,27,No,0,5,5,4,11.5,0,0,5,5,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Single,Portuguese
Single,Over 23 years old,1,Journalism and Communication,Daytime,Other—11th year,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,34,No,0,6,6,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate,Secondary/Technical,Secondary_Incomplete,Secondary/Technical,Communication,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Married,Change in course,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Service/Sales/Security,Yes,No,No,No,Male,No,29,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,LowSkill,Transfer/Other,1,Married,Portuguese
Single,Change in institution/course,1,Agronomy,Daytime,Technological specialization course,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,No,Yes,No,Male,No,22,No,0,6,6,3,11.333333333333334,0,0,6,6,2,11.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Transfer/Other,1,Single,Portuguese
Single,Change in course,1,Veterinary Nursing,Daytime,Secondary education,Mozambican,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,28,Yes,13,18,6,18,12.5,12,10,13,7,12,11.428571428571429,6,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Africa
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Frequency of higher education,Portuguese,Secondary Education,Secondary Education,Other Situation,Technicians & Professionals,Yes,No,No,Yes,Male,No,30,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Unemployed,Technical,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.471428571428572,0,0,8,8,8,13.944444444444445,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,Technical,General,2,Single,Portuguese
Single,1st phase—general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,21,No,0,5,5,4,11.75,0,0,5,5,3,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Female,Yes,20,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Technical,Technical,Transfer/Other,1,Single,Portuguese
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Unskilled Workers,No,No,Yes,No,Female,No,32,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout,Basic,Basic,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Married,Portuguese
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,15.5,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,3,Single,Portuguese
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,Skilled,LowSkill,General,4,Single,Portuguese
Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Unskilled Workers,Service/Sales/Security,No,No,Yes,No,Male,No,18,Yes,0,6,6,4,11.25,0,0,6,6,3,12.333333333333334,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,International,1,Single,SouthAmerica
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Bachelor’s Degree,Unskilled Workers,Administrative Staff,Yes,No,No,No,Male,No,23,No,10,15,15,12,11.0,0,10,14,13,11,11.363636363636363,1,7.6,2.6,0.32,Dropout,HigherEd,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,12.333333333333334,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Technical,Technical,General,1,Single,Portuguese
Married,Change in course,2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,34,No,4,9,7,8,11.375,2,0,5,5,5,11.8,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,2,Married,Portuguese
Single,2nd phase—general contingent,1,Agronomy,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Male,No,27,No,16,18,18,18,12.22222222222222,0,9,12,12,12,12.384615384615383,0,15.5,2.8,-4.06,Graduate,HigherEd,Secondary/Technical,HigherEd,Agriculture,Professional,Professional,General,1,Single,Portuguese
Single,1st phase—special contingent (Azores Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Legislative/Executive Officers,Armed Forces,Yes,No,No,Yes,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled,Basic,Secondary/Technical,HigherEd,Arts,ArmedForces,ArmedForces,SpecialRegional,1,Single,Portuguese
Married,Change in course,3,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,34,No,5,9,9,9,12.0,0,3,7,7,6,12.0,0,9.4,-0.8,-3.12,Graduate,Basic,Basic,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,3,Married,Portuguese
Single,International student (bachelor),1,Management,Daytime,Secondary education,Angolan,Secondary Education,Higher Education Degree,Personal Service Workers,Technicians & Professionals,No,No,Yes,Yes,Male,No,34,Yes,0,5,5,1,11.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Management,LowSkill,Technical,International,1,Single,Africa
Married,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,34,No,12,16,16,16,14.125,0,6,11,11,10,13.0,0,12.4,0.5,1.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,1,Married,Portuguese
Single,1st phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Armed Forces,No,No,No,Yes,Male,No,20,No,0,5,5,5,10.2,0,0,5,5,5,11.2,0,12.4,0.5,1.79,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,ArmedForces,General,4,Single,Portuguese
Single,Technological specialization diploma holders,1,Equiniculture,Daytime,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,20,No,0,5,4,4,12.0,1,0,5,5,4,12.4,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Transfer/Other,1,Single,Portuguese
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree (1st cycle),Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Legislative/Executive Officers,No,No,No,Yes,Female,No,26,No,8,9,9,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate,Basic,HigherEd,Secondary/Technical,Management,Skilled,ArmedForces,Transfer/Other,1,Single,Portuguese
