Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple,Pass Rate (1st Sem),Pass Rate (2nd Sem),Total Approved Units,Total Enrolled Units,Total Evaluated Units,Grade Difference,Load Category,Debt Risk,Tuition Stable,Socioeconomic Stress Score,Financial Hardship,Econ_Disadvantage
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,Yes,0,0,1,Female,0,19,No,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,General,2,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,3rd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,5,5,5,13.75,0,0,5,5,5,12.166666666666666,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,2,Single,Portuguese,1.0,1.0,10,10,10,-1.583333333333334,Low Load,0,0,13.6,-0.37974683544303794,1
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Unknown,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,0,1,1,Female,0,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout,Secondary/Technical,Secondary/Technical,Unknown,Arts,Technical,Skilled,General,2,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,12.9,0.27932960893854747,1
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,No,0,0,1,Female,1,18,No,0,7,7,7,14.604285714285712,0,0,8,8,8,15.68333333333333,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,15,15,15,1.0790476190476177,Low Load,0,0,11.7,0.297029702970297,1
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle,Portuguese,General commerce course,Tech Specialization Course,Service/Sales/Security,Technicians & Professionals,No,0,1,0,Female,0,31,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,Secondary/Technical,Basic,Secondary/Technical,Management,LowSkill,Technical,Unknown,1,Married,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,16.5,-0.3260869565217391,2
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Secondary Education,Basic Education 3rd Cycle,Legislative/Executive Officers,Service/Sales/Security,No,0,1,1,Female,1,33,No,0,6,6,5,13.833333333333334,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,Basic,Basic,Secondary/Technical,Social,ArmedForces,LowSkill,Unknown,1,Married,Portuguese,0.8333333333333334,1.0,11,12,12,-1.333333333333334,Low Load,0,0,8.6,0.25641025641025644,2
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,19,No,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,3,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,6,6,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,Skilled,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.6904761904761916,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,12th Year—not completed,Basic Education 3rd Cycle,Administrative Staff,Technicians & Professionals,No,0,0,1,Female,0,23,No,0,5,5,3,10.666666666666666,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary_Incomplete,Management,Skilled,Technical,General,1,Single,Portuguese,0.6,1.0,8,10,10,0.9333333333333336,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,0,0,1,Female,0,20,No,0,6,6,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,Skilled,General,1,Single,Portuguese,0.8333333333333334,1.0,11,12,12,0.8000000000000007,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Machine Operators,Yes,0,0,1,Female,0,18,No,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,5,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,Yes,0,1,1,Female,0,21,No,7,9,9,8,13.25,0,4,9,9,5,12.2,0,8.9,1.4,3.51,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Technical,Transfer/Other,1,Single,Portuguese,0.8888888888888888,0.5555555555555556,13,18,18,-1.0500000000000007,Low Load,0,0,10.3,0.39886039886039887,1
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Farmers/Ag Workers,No,0,0,1,Female,1,22,No,0,6,6,5,10.714285714285714,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,0.8333333333333334,0.8333333333333334,10,12,12,1.4857142857142858,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,0,1,1,Female,0,20,No,0,6,6,6,12.166666666666666,0,0,6,6,6,11.666666666666666,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,Skilled,General,1,Single,Portuguese,1.0,1.0,12,12,12,-0.5,Low Load,0,0,8.6,0.25641025641025644,1
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Armed Forces,Yes,0,0,1,Female,0,23,No,1,7,7,6,14.357142857142858,0,1,7,7,6,14.357142857142858,0,7.6,2.6,0.32,Graduate,Basic,HigherEd,Secondary/Technical,Health,Skilled,ArmedForces,Transfer/Other,1,Single,Portuguese,0.8571428571428571,0.8571428571428571,12,14,14,0.0,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Service/Sales/Security,Yes,0,0,1,Female,0,19,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Communication,Skilled,LowSkill,General,2,Single,Portuguese,1.0,1.0,12,12,12,-0.16666666666666785,Low Load,0,0,16.5,-0.3260869565217391,0
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Legislative/Executive Officers,Legislative/Executive Officers,Yes,0,0,1,Female,0,19,No,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,ArmedForces,ArmedForces,General,6,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Administrative Staff,No,0,0,1,Female,0,26,No,0,5,5,2,12.0,0,0,5,5,3,11.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,Unknown,1,Single,Portuguese,0.4,0.6,5,10,10,-1.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Technicians & Professionals,Yes,0,0,1,Female,0,18,No,0,7,7,7,13.44285714285714,0,0,8,8,8,13.744444444444444,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Technical,General,6,Single,Portuguese,1.0,1.0,15,15,15,0.30158730158730407,Low Load,0,0,16.5,-0.3260869565217391,0
Single,3rd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Male,0,18,No,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Engineering,Skilled,Skilled,General,1,Single,Portuguese,0.2,0.0,1,10,10,-16.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,20,No,0,6,6,6,13.125,0,0,6,6,6,13.2,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,0.07499999999999929,Low Load,0,0,16.5,-0.3260869565217391,0
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Administrative Staff,No,0,0,1,Male,0,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Management,Skilled,Skilled,General,1,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,18.3,-0.6896551724137931,0
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,0,Male,0,32,No,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.5555555555555556,1.0,9,13,13,-0.40000000000000036,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Married,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,0,0,0,Male,0,31,No,0,4,2,2,11.0,2,0,5,5,3,11.666666666666666,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Unknown,1,Married,Portuguese,0.5,0.6,5,9,7,0.6666666666666661,Low Load,0,0,8.6,0.25641025641025644,1
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic education 3rd cycle,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,0,0,1,Male,0,25,No,0,5,5,1,11.0,0,0,5,5,1,10.0,0,13.9,-0.3,0.79,Enrolled,Basic,Basic,Secondary/Technical,Engineering,Skilled,LowSkill,Unknown,1,Single,Portuguese,0.2,0.2,2,10,10,-1.0,Low Load,0,0,13.6,-0.37974683544303794,0
Single,Transfer,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,General commerce course,Higher Education Degree,Unskilled Workers,Legislative/Executive Officers,Yes,0,0,1,Female,0,21,No,2,6,6,5,13.666666666666666,0,2,6,6,5,13.0,0,16.2,0.3,-0.92,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Health,LowSkill,ArmedForces,Transfer/Other,1,Single,Portuguese,0.8333333333333334,0.8333333333333334,10,12,12,-0.6666666666666661,Low Load,0,0,16.5,-0.3260869565217391,0
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,No,0,0,0,Female,0,31,No,2,6,6,4,11.75,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,Transfer/Other,1,Married,Portuguese,0.6666666666666666,0.2,5,11,11,-1.75,Low Load,0,0,16.4,-2.1764705882352944,1
Married,Over 23 years old,1,Basic Education,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,7,7,1,10.0,0,0,7,7,1,13.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,Unknown,1,Married,Portuguese,0.14285714285714285,0.14285714285714285,2,14,14,3.0,Low Load,0,0,16.5,-0.3260869565217391,0
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,18,No,0,6,6,6,13.5,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,-0.6666666666666661,Low Load,0,0,11.7,0.297029702970297,1
Single,1st phase—general contingent,3,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,1,1,Female,0,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,3,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,12.9,0.27932960893854747,1
Single,Short cycle diploma holders,1,Advertising and Marketing Management,Daytime,Professional higher technical course,Portuguese,General commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Farmers/Ag Workers,Yes,0,1,1,Female,0,21,No,0,6,6,1,12.0,0,0,6,6,1,11.0,0,8.9,1.4,3.51,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Technical,LowSkill,Transfer/Other,1,Single,Portuguese,0.16666666666666666,0.16666666666666666,2,12,12,-1.0,Low Load,0,0,10.3,0.39886039886039887,1
Single,1st phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Technicians & Professionals,Yes,0,0,0,Female,0,18,No,0,6,6,3,13.0,0,0,6,6,5,11.8,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,Technical,General,2,Single,Portuguese,0.5,0.8333333333333334,8,12,12,-1.1999999999999993,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Tech Specialization Course,Administrative Staff,Machine Operators,Yes,0,0,1,Female,0,20,No,0,6,6,6,14.833333333333334,0,0,6,6,6,16.0,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,1.166666666666666,Low Load,0,0,11.7,0.297029702970297,0
Single,Change in course,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,Yes,0,0,1,Female,0,20,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,1.0238095238095237,Low Load,0,0,18.3,-0.6896551724137931,0
Single,2nd phase—general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Machine Operators,Yes,1,0,1,Female,1,18,No,0,6,6,5,12.0,0,0,6,6,5,12.333333333333334,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,3,Single,Portuguese,0.8333333333333334,0.8333333333333334,10,12,12,0.3333333333333339,Low Load,0,0,11.7,0.297029702970297,2
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Machine Operators,Yes,0,0,1,Female,0,19,No,0,6,6,4,12.75,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,General,1,Single,Portuguese,0.6666666666666666,1.0,10,12,12,-1.416666666666666,Low Load,0,0,10.2,8.125,0
Single,Change in course,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Legislative/Executive Officers,Yes,0,0,1,Female,0,19,No,0,5,0,0,0.0,5,0,5,4,4,14.75,1,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,ArmedForces,Transfer/Other,1,Single,Portuguese,0.0,0.8,4,10,4,14.75,Low Load,0,0,16.4,-2.1764705882352944,0
Divorced,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,0,0,1,Female,1,30,No,0,6,6,0,0.0,0,0,6,6,1,10.0,0,11.1,0.6,2.02,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Agriculture,LowSkill,LowSkill,Unknown,1,Separated/Divorced,Portuguese,0.0,0.16666666666666666,1,12,12,10.0,Low Load,0,0,11.7,0.297029702970297,1
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,0,0,1,Female,0,19,No,0,6,6,6,12.0,0,0,6,6,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.8571428571428577,Low Load,0,0,11.7,0.297029702970297,0
Single,1st phase—general contingent,3,Oral Hygiene,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Female,0,19,No,0,7,7,7,11.677777777777775,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,3,Single,Portuguese,1.0,1.0,15,15,15,2.1222222222222253,Low Load,0,0,16.4,-2.1764705882352944,0
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Skilled Industry Workers,Yes,0,0,1,Female,1,19,No,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,4,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,19,No,0,6,6,6,16.0,0,0,6,6,6,15.875,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,-0.125,Low Load,0,0,12.9,0.27932960893854747,0
Single,1st phase—general contingent,3,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,0,0,1,Female,0,20,No,0,6,6,5,11.8,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,Technical,Technical,General,3,Single,Portuguese,0.8333333333333334,1.0,11,12,12,-0.3000000000000007,Low Load,0,0,10.2,8.125,0
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,No,0,1,1,Male,0,25,No,0,5,5,0,0.0,0,2,6,6,2,14.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,Technical,Transfer/Other,1,Single,Portuguese,0.0,0.3333333333333333,2,11,11,14.0,Low Load,0,0,13.6,-0.37974683544303794,1
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Male,0,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,12.9,0.27932960893854747,0
Married,Over 23 years old,1,Basic Education,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Technicians & Professionals,No,0,1,1,Female,1,34,No,0,6,6,6,16.142857142857142,0,0,6,6,6,16.2,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Education,Skilled,Technical,Unknown,1,Married,Portuguese,1.0,1.0,12,12,12,0.05714285714285694,Low Load,0,0,8.6,0.25641025641025644,2
